toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate,toipfx
5728.01,219875976,PC,17h21m24.22s,260.350936,+67d33m01.52s,67.550421,64.057,0.057,-0.057,0,159.436,0.058,-0.058,0,2458685.097165,0.003255,-0.003255,0,-22.81738969721038,8.42e-5,-8.42e-5,0,2.3907993,0.7287237,-0.7287237,0,852.5066303359968,110.17496,-110.17496,0,1.133006736267258,0.8637409,-0.8637409,0,3.5120094,NA,NA,NA,401.3420701689394,NA,NA,NA,12.4896,0.007,-0.007,0,54.7045,0.10345,-0.10345,0,3444,157,-157,0,4.84899,0.0016811,-0.0016811,0,0.37927550798255977,0.0111753,-0.0111753,0,2022-08-18T20:04:12Z,2023-06-16T12:02:57Z,11
6392.01,88460991,PC,07h02m05.71s,105.523795,+65d17m12.06s,65.286684,-1.129,0.018,-0.018,0,-29.285,0.027,-0.027,0,2459961.921815,0.002452,-0.002452,0,-12.78008169062118,2.65e-5,-2.65e-5,0,3.734,0.934,-0.934,0,6192.323089044994,547.133,-547.133,0,11.905808592308311,0.78331,-0.78331,0,302.518,NA,NA,NA,1252.4658157080444,NA,NA,NA,12.7094,0.007,-0.007,0,658.966,9.317,-9.317,0,5837,127.8,-127.8,0,4.2,0.08,-0.08,0,1.3731858121899936,0.07,-0.07,0,2023-05-03T22:25:18Z,2024-08-22T10:08:01Z,12
4400.01,231630147,PC,21h08m38.26s,317.159425,-55d33m54.58s,-55.56516,3.471,0.045,-0.045,0,-21.988,0.045,-0.045,0,2459038.949915,0.001069,-0.001069,0,68.48925404666502,1.15e-5,-1.15e-5,0,3.6816469,0.0930175,-0.0930175,0,11340.26547961532,311.0749,-311.0749,0,19.79552125652621,1.1003771,-1.1003771,0,474.1821245,NA,NA,NA,1134.6074740555064,NA,NA,NA,11.943,0.006,-0.006,0,534.436,8.3535,-8.3535,0,5478.8,5470.4,-5470.4,0,4.4,2,-2,0,1.6419083112071824,0.0853693,-0.0853693,0,2021-08-27T00:39:30Z,2024-12-05T16:02:02Z,13
1297.01,229536616,FP,13h03m17.07s,195.821133,+67d49m24.37s,67.823436,-13.9,1.9,-1.9,0,5.9,2.1,-2.1,0,2458686.93866,5e-4,-5e-4,0,-17.464673496637765,7e-5,-7e-5,0,3.667,0.052,-0.052,0,9716.029047296275,0.581995,-0.581995,0,14.88495984464403,NA,NA,0,815.91,NA,NA,NA,NA,NA,NA,NA,10.9873,0.014,-0.014,0,283.32,NA,NA,0,6292,NA,NA,0,NA,NA,NA,0,1.3446336874159759,NA,NA,0,2019-10-17T00:30:12Z,2021-10-29T12:59:15Z,14
5994.01,63283780,KP,19h30m00.82s,292.50342,+43d04m59.59s,43.083219,7.462,0.028,-0.028,0,14.509,0.029,-0.029,0,2459397.430362,0.002775,-0.002775,0,58.10503609299837,8.91e-5,-8.91e-5,0,2.5395549,0.6674513,-0.6674513,0,3661.4353127890163,349.40784,-349.40784,0,3.800207833640484,2.113839,-2.113839,0,32.2210236,NA,NA,NA,602.3186584442536,NA,NA,NA,13.0702,0.006,-0.006,0,232.75,0.827,-0.827,0,4564.61,82.6977,-82.6977,0,4.68645,NA,NA,0,0.6371507735025701,NA,NA,0,2022-12-01T23:00:56Z,2022-12-10T12:03:03Z,15
4701.01,9344899,PC,04h51m10.54s,72.793934,-08d26m50.35s,-8.44732,9.441,0.032,-0.032,0,4.204,0.03,-0.03,0,2459197.981561,0.002573,-0.002573,0,-113.4851167712255,6.05e-5,-6.05e-5,0,3.835,0.31,-0.31,0,6928.605164293958,7.07428,-7.07428,0,9.300077093964722,0.542853,-0.542853,0,149.861,NA,NA,NA,999.438015922803,NA,NA,NA,12.735,0.006,-0.006,0,532.228,5.3035,-5.3035,0,5818,127.8,-127.8,0,4.38,0.07,-0.07,0,1.1117125053577213,0.05,-0.05,0,2021-12-21T00:34:00Z,2024-08-22T10:08:01Z,16
6926.01,76731445,PC,05h49m17.81s,87.32422,+28d22m09.11s,28.369198,23.608,0.087,-0.087,0,-21.615,0.062,-0.062,0,2460278.003661,0.00438,-0.00438,0,-93.430456028904,5.91e-5,-5.91e-5,0,5.859,0.698,-0.698,0,3848.652618813988,154.747,-154.747,0,9.770674710480888,NA,NA,0,368.205,NA,NA,NA,1208.6298831433571,NA,NA,NA,12.1756,0.006,-0.006,0,549.607,13.3485,-13.3485,0,5643,122,-122,0,3.95,NA,NA,0,1.7743122326584442,NA,NA,0,2024-02-29T23:27:36Z,2025-01-30T12:03:06Z,17
6733.01,221566773,PC,16h33m37.18s,248.404924,-56d33m22.08s,-56.556132,-3.035,0.032,-0.032,0,-4.979,0.027,-0.027,0,2460118.586103,0.004421,-0.004421,0,-51.2049771359001,1.78e-5,-1.78e-5,0,4.813,0.738,-0.738,0,6033.389301971789,351.813,-351.813,0,15.580748379232443,1.02278,-1.02278,0,3031.39,NA,NA,NA,1960.741783163809,NA,NA,NA,12.8086,0.006,-0.006,0,1196.73,32.435,-32.435,0,6623,134.4,-134.4,0,3.89,0.09,-0.09,0,2.2057829559222952,0.11,-0.11,0,2023-11-02T22:49:03Z,2025-05-08T12:03:13Z,18
4438.01,22233480,CP,18h01m16.14s,270.317239,+35d35m41.64s,35.594899,29.109,0.043,-0.043,0,-571.47,0.049,-0.049,0,2459396.409578,7.55e-4,-7.55e-4,0,13.730870452948796,2.3e-5,-2.3e-5,0,2.0033138,0.1589097,-0.1589097,0,4107.7564780956345,128.28719,-128.28719,0,2.3952868271672814,0.3086393,-0.3086393,0,5.6286114,NA,NA,NA,295.2252699569792,NA,NA,NA,11.2695,0.007,-0.007,0,30.0346,0.0233,-0.0233,0,3353,157,-157,0,4.84911,0.0016113,-0.0016113,0,0.36571107082083054,0.0111301,-0.0111301,0,2021-09-09T19:53:44Z,2024-03-18T12:03:13Z,19
2603.01,176772671,PC,09h30m16s,142.566679,-18d50m35.04s,-18.843066,NA,NA,NA,NA,NA,NA,NA,NA,2459255.821724,2.68e-4,-2.68e-4,0,-1.4142920448289955,1.8e-6,-1.8e-6,0,1.5960595,0.046688,-0.046688,0,37271.34953314268,893.5374,-893.5374,0,11.600100499713387,0.5114164,-0.5114164,0,195.7065144,NA,NA,NA,1006.7445566292076,NA,NA,NA,13.8995,0.008,-0.008,0,NA,NA,NA,0,3947,157,-157,0,4.65587,0.0152716,-0.0152716,0,0.5948534411806751,0.0222335,-0.0222335,0,2021-04-12T18:45:51Z,2025-07-09T16:00:02Z,20
1757.01,367753709,PC,17h01m36.17s,255.400714,+79d04m01.65s,79.067126,-52.333,0.048,-0.048,0,39.466,0.063,-0.063,0,2459633.261116,0.002528,-0.002528,0,32.775365014162496,5.9e-6,-5.9e-6,0,1.4649664,0.1133818,-0.1133818,0,579.8020946639347,36.686863,-36.686863,0,1.6934810222568517,0.9058506,-0.9058506,0,209.8814988,NA,NA,NA,958.4976209368609,NA,NA,NA,11.2906,0.006,-0.006,0,104.346,0.274,-0.274,0,4428,128.048,-128.048,0,4.57977,0.100683,-0.100683,0,0.7112163367664078,0.0603317,-0.0603317,0,2020-02-27T22:12:19Z,2023-06-03T10:10:01Z,21
783.01,451645081,PC,11h28m37.35s,172.155637,-54d47m03.2s,-54.784223,-119.182,0.044,-0.044,0,3.231,0.036,-0.036,0,2459312.121241,0.002801,-0.002801,0,4.722935420893118,3.08e-5,-3.08e-5,0,2.0330298,0.3530448,-0.3530448,0,1220.8299245248522,115.09274,-115.09274,0,2.371514704311356,1.3902668,-1.3902668,0,32.9624198,NA,NA,NA,539.8648821408001,NA,NA,NA,9.9222,0.006,-0.006,0,55.3043,0.0999,-0.0999,0,4498.94,87,-87,0,4.5,0.19,-0.19,0,0.6686671332634865,0.0577939,-0.0577939,0,2019-06-11T20:03:40Z,2022-03-21T16:02:02Z,22
5094.01,19028197,KP,07h59m05.64s,119.773502,+15d23m28.35s,15.391209,-185.734,0.106,-0.106,0,-57.263,0.06,-0.06,0,2459500.53574,1.15e-4,-1.15e-4,0,48.50671477360438,1.3e-6,-1.3e-6,0,1.8580034,0.0320481,-0.0320481,0,6806.802996347582,43.08213,-43.08213,0,4.128623395737406,0.1541721,-0.1541721,0,29.6583759,NA,NA,NA,588.3146283696152,NA,NA,NA,10.2479,0.007,-0.007,0,29.4214,0.05075,-0.05075,0,3552,157,-157,0,4.74,0.01,-0.01,0,0.500484587315008,0.0149283,-0.0149283,0,2022-01-06T23:46:14Z,2024-11-26T16:02:02Z,23
571.01,270468559,KP,09h01m22.65s,135.344358,+06d05m49.5s,6.097083,-2.911,0.075,-0.075,0,-33.389,0.046,-0.046,0,2458519.462703,2.94e-4,-2.94e-4,0,94.93615653078115,1.7e-6,-1.7e-6,0,3.8566772,0.0403297,-0.0403297,0,7542.322679784702,56.10482,-56.10482,0,12.592879288385442,0.6311306,-0.6311306,0,684.0972603,NA,NA,NA,1352.952214666904,NA,NA,NA,11.5598,0.006,-0.006,0,405.238,7.6375,-7.6375,0,5743,NA,NA,0,4.14093,NA,NA,0,1.419841212302395,0.0692261,-0.0692261,0,2019-04-05T20:18:17Z,2024-11-25T16:02:01Z,24
1781.01,137881699,KP,10h02m17.43s,150.572626,+53d57m02.97s,53.950824,-9.381,0.039,-0.039,0,-15.255,0.05,-0.05,0,2459633.496924,0.001548,-0.001548,0,-11.618986891998853,8.9e-6,-8.9e-6,0,4.41,0.16,-0.16,0,6647.952075508915,2.16409,-2.16409,0,15.658880864418606,0.946034,-0.946034,0,1939.51,NA,NA,NA,1923.8077384505987,NA,NA,NA,12.5119,0.007,-0.007,0,935.456,23.769,-23.769,0,6101.12,142.809,-142.809,0,3.92024,0.0886018,-0.0886018,0,1.9422672801470209,0.11,-0.11,0,2020-03-12T15:35:30Z,2022-06-30T10:10:02Z,25
1832.01,307956397,PC,17h06m38.94s,256.662266,+63d46m43.09s,63.778635,-17.393,0.03,-0.03,0,13.12,0.035,-0.035,0,2459765.040315,6.79e-4,-6.79e-4,0,20.274407044634597,4.1e-6,-4.1e-6,0,2.19,0.095,-0.095,0,8780.079373309209,2.15203,-2.15203,0,7.608606181352919,0.587876,-0.587876,0,81.7443,NA,NA,NA,819.781234735752,NA,NA,NA,12.9233,0.006,-0.006,0,270.313,1.06,-1.06,0,4652,127.88,-127.88,0,4.52358,0.0942724,-0.0942724,0,0.790217830160862,0.06,-0.06,0,2020-05-07T18:04:46Z,2024-09-01T12:02:56Z,26
2701.01,44791617,PC,04h07m20.87s,61.836947,-27d16m11.06s,-27.26974,15.541,0.025,-0.025,0,7.037,0.033,-0.033,0,2459166.358806,0.004462,-0.004462,0,-16.16020599433172,1.65e-5,-1.65e-5,0,1.653,0.421,-0.421,0,1758.5236045679567,7.93164,-7.93164,0,5.813840039665404,0.506319,-0.506319,0,643.066,NA,NA,NA,1391.7092246892428,NA,NA,NA,12.5257,0.007,-0.007,0,600.01,6.387,-6.387,0,5823,128.4,-128.4,0,4.2,0.08,-0.08,0,1.3563503108982982,0.07,-0.07,0,2021-06-03T21:39:01Z,2024-08-22T10:08:01Z,27
5112.01,337385330,PC,07h21m13.07s,110.304466,+17d35m18.83s,17.588565,-67.888,0.08,-0.08,0,-57.018,0.082,-0.082,0,2460261.292276,0.00424,-0.00424,0,130.1634181401027,1.054e-4,-1.054e-4,0,3.564,0.961,-0.961,0,1228.536028749142,112.198,-112.198,0,2.180900281877292,0.13157,-0.13157,0,31.4267,NA,NA,NA,588.4734765922088,NA,NA,NA,10.1857,0.008,-0.008,0,43.8372,0.087,-0.087,0,3973,157,-157,0,4.65,0.01,-0.01,0,0.6024197113494949,0.02,-0.02,0,2022-01-25T22:18:20Z,2024-01-04T10:08:02Z,28
592.01,196286587,FP,08h22m13.72s,125.557166,-25d04m10.09s,-25.06947,4.836,0.043,-0.043,0,-7.165,0.04,-0.04,0,2459974.937344,0.002142,-0.002142,0,-102.03024414834624,2.37e-5,-2.37e-5,0,3.482,0.209,-0.209,0,1955.2121833444376,61.983,-61.983,0,8.370857209787255,0.406739,-0.406739,0,131.058,NA,NA,NA,960.4038941932508,NA,NA,NA,10.1985,0.006,-0.006,0,358.441,3.8825,-3.8825,0,6439.3,182.5,-182.5,0,4.12,0.6,-0.6,0,1.9972170364907949,0.09,-0.09,0,2019-04-13T05:20:07Z,2023-03-23T16:02:01Z,29
7464.01,251090642,PC,09h19m10.5s,139.793743,+53d35m40.41s,53.594557,-29.535,0.05,-0.05,0,-20.306,0.053,-0.053,0,2459580.868263,5.74e-4,-5.74e-4,0,-185.681165811182,2.87e-5,-2.87e-5,0,3.8624508,0.0659001,-0.0659001,0,44418.12918713054,566.92285,-566.92285,0,11.139232157118892,0.355756,-0.355756,0,2.8945882,NA,NA,NA,307.07235526159525,NA,NA,NA,13.0912,0.007,-0.007,0,113.903,0.457,-0.457,0,3560,157,-157,0,4.71968,0.0087603,-0.0087603,0,0.5265769202951559,0.0154346,-0.0154346,0,2025-06-05T20:40:12Z,2025-07-22T12:04:25Z,30
448.01,1528696,CP,05h03m10.89s,75.795382,-30d23m58.06s,-30.399461,-9.339,0.025,-0.025,0,-21.995,0.026,-0.026,0,2458438.402842,2.15e-4,-2.15e-4,0,3.429400056183306,5.2e-6,-5.2e-6,0,0.5759672,0.1046099,-0.1046099,0,11543.33440316546,493.6848,-493.6848,0,8.386610673829054,2.225674,-2.225674,0,983.4245957,NA,NA,NA,1446.4705810296487,NA,NA,NA,13.1686,0.006,-0.006,0,308.262,1.4125,-1.4125,0,4669,122,-122,0,4.52,NA,NA,0,0.7893395761727897,NA,NA,0,2019-02-08T16:19:52Z,2024-09-10T10:08:02Z,31
1730.03,318022259,PC,07h11m27.8s,107.865826,+48d19m40.56s,48.327933,-93.076,0.091,-0.091,0,-570.552,0.082,-0.082,0,2459598.372283,0.002364,-0.002364,0,23.992533619924718,0.0012622,-0.0012622,0,2.722,0.298,-0.298,0,2145.656449442092,118.687,-118.687,0,2.4426535556242754,0.11049,-0.11049,0,6.20302,NA,NA,NA,467.1934934891528,NA,NA,NA,10.3595,0.007,-0.007,0,35.6917,0.0833,-0.0833,0,3691,157,-157,0,4.70931,0.0091437,-0.0091437,0,0.5211880641684165,0.02,-0.02,0,2022-03-01T00:21:55Z,2024-07-17T12:02:46Z,32
4429.01,233188747,PC,15h02m21.51s,225.589638,+70d56m58.54s,70.949594,4.614,0.035,-0.035,0,-16.482,0.028,-0.028,0,2459939.613796,0.001166,-0.001166,0,12.51255131847099,5e-6,-5e-6,0,3.0397698,0.035426,-0.035426,0,14992.300548417033,117.87247,-117.87247,0,12.801676253064937,0.7017672,-0.7017672,0,432.6350726,NA,NA,NA,1204.592856878797,NA,NA,NA,12.7714,0.006,-0.006,0,461.898,3.5425,-3.5425,0,5402,121.807,-121.807,0,4.37462,0.082245,-0.082245,0,1.0370720779055604,0.0557789,-0.0557789,0,2021-09-09T19:53:43Z,2024-05-03T12:03:23Z,33
1224.02,299798795,CP,02h28m47.48s,37.197836,-80d53m56.78s,-80.899105,159.883,0.072,-0.072,0,27.053,0.066,-0.066,0,2458329.862603,0.001943,-0.001943,0,30.387767326147603,3.05e-5,-3.05e-5,0,3.0740072,0.1183716,-0.1183716,0,5548.585186539844,324.2178,-324.2178,0,3.371912784555772,0.1595458,-0.1595458,0,1.9952383,NA,NA,NA,278.7656325837116,NA,NA,NA,11.556,0.008,-0.008,0,37.3312,0.06,-0.06,0,3442,64,-64,0,4.893,0.382128,-0.382128,0,0.40697303694253334,0.0120014,-0.0120014,0,2024-03-14T22:31:28Z,2025-04-20T12:03:53Z,34
5738.01,198162530,PC,16h15m37.57s,243.906538,+61d55m36.84s,61.926901,-152.945,0.025,-0.025,0,124.611,0.033,-0.033,0,2458683.640443,8.4e-4,-8.4e-4,0,-3.292520333593984,9.2e-6,-9.2e-6,0,0.9992062,0.3484728,-0.3484728,0,490.0875156464417,52.93853,-52.93853,0,1.3117142657661611,1.5758286,-1.5758286,0,302.1102929,NA,NA,NA,1083.5112208319188,NA,NA,NA,12.1898,0.007,-0.007,0,91.2062,0.126,-0.126,0,3717,157,-157,0,4.67682,0.0100691,-0.0100691,0,0.5701631778422672,0.0168518,-0.0168518,0,2022-08-18T20:04:17Z,2024-05-03T12:03:23Z,35
1405.01,387834907,FP,21h02m40.59s,315.669109,+70d04m49.08s,70.0803,3.4,1.5,-1.5,0,-1.7,1.5,-1.5,0,2458739.88011,0.00199,-0.00199,0,-3.8175566153885088,0.00298,-0.00298,0,6.893,0.425,-0.425,0,9473.73858512421,557.294,-557.294,0,NA,NA,NA,0,703.834,NA,NA,NA,1365.3196528370663,NA,NA,NA,8.4239,0.006,-0.006,0,NA,NA,NA,0,5195.1,502.3,-502.3,0,NA,NA,NA,0,NA,NA,NA,0,2019-10-30T21:47:37Z,2022-07-18T16:02:01Z,36
5723.01,235901733,PC,19h18m02.12s,289.508854,+80d31m54.69s,80.531857,-20.649,0.029,-0.029,0,-13.155,0.033,-0.033,0,2459413.809229,0.002166,-0.002166,0,2935.390942830324,0.0011722,-0.0011722,0,6.1836278,0.177533,-0.177533,0,12275.727272193788,310.08603,-310.08603,0,12.843849541700244,0.7675774,-0.7675774,0,3.4087943,NA,NA,NA,315.1748666648202,NA,NA,NA,12.8857,0.008,-0.008,0,575.831,6.5645,-6.5645,0,5695,139.936,-139.936,0,4.32135,0.0803177,-0.0803177,0,1.1777935197629754,0.0593367,-0.0593367,0,2022-08-18T20:04:10Z,2023-06-13T16:02:07Z,37
2753.01,168191686,PC,06h46m18.83s,101.578458,-03d43m17.72s,-3.72159,0.672,0.048,-0.048,0,-6.072,0.046,-0.046,0,2459224.244649,0.001132,-0.001132,0,1.3368085305769046,3.9e-6,-3.9e-6,0,2.128,0.123,-0.123,0,11935.230500937578,5.83153,-5.83153,0,15.338830135221974,NA,NA,0,1369.74,NA,NA,NA,1659.9636962329394,NA,NA,NA,13.4585,0.016,-0.016,0,890.799,25.2,-25.2,0,6020,123,-123,0,4.22,NA,NA,0,1.3389518656206045,NA,NA,0,2021-06-03T22:07:23Z,2024-08-22T10:08:01Z,38
7415.01,374177909,FP,23h10m22.55s,347.593973,+41d08m37.09s,41.143636,7.508,0.08,-0.08,0,-30.736,0.08,-0.08,0,2460610.088051,7.57e-4,-7.57e-4,0,-1.9961427367421198,4e-7,-4e-7,0,0.492,0.229,-0.229,0,15187.098016776961,4234.88,-4234.88,0,2.5962960120031395,0.82436,-0.82436,0,1369.85,NA,NA,NA,1597.4316940021347,NA,NA,NA,14.2981,0.007,-0.007,0,85.964,0.4487,-0.4487,0,3314,157,-157,0,4.94,0.01,-0.01,0,0.2838717196667055,0.01,-0.01,0,2025-05-01T20:31:59Z,2025-07-22T12:04:25Z,39
125.04,52368076,PC,01h34m22.42s,23.593425,-66d40m34.86s,-66.676349,-119.8,0.066,-0.066,0,-122.953,0.08,-0.08,0,2460188.729278,0.007987,-0.007987,0,NA,NA,NA,0,4.6235211,0.6532439,-0.6532439,0,730.6663378447365,124.14746,-124.14746,0,2.988667314969388,0.3969914,-0.3969914,0,11.0661868,NA,NA,NA,466.62299127569025,NA,NA,NA,10.1985,0.006,-0.006,0,111.059,0.442,-0.442,0,5154,182,-182,0,4.47072,0.28501,-0.28501,0,0.8545986117505318,0.0497186,-0.0497186,0,2025-06-05T20:36:02Z,2025-07-22T12:04:25Z,40
